Date,Adj Close,Volume,MA_50,Volatility_20
1986-03-13 00:00:00+00:00,0.0599464811384677,1031788800.0,,
1986-03-14 00:00:00+00:00,0.0620873160660266,308160000.0,,
1986-03-17 00:00:00+00:00,0.0631583333015441,133171200.0,,
1986-03-18 00:00:00+00:00,0.0615520887076854,67766400.0,,
1986-03-19 00:00:00+00:00,0.0604816786944866,47894400.0,,
1986-03-20 00:00:00+00:00,0.058876097202301,58435200.0,,
1986-03-21 00:00:00+00:00,0.0572704784572124,59990400.0,,
1986-03-24 00:00:00+00:00,0.0556648485362529,65289600.0,,
1986-03-25 00:00:00+00:00,0.0567352548241615,32083200.0,,
1986-03-26 00:00:00+00:00,0.0583408921957016,22752000.0,,
1986-03-27 00:00:00+00:00,0.059411272406578,16848000.0,,
1986-03-31 00:00:00+00:00,0.058876097202301,12873600.0,,
1986-04-01 00:00:00+00:00,0.0583408921957016,11088000.0,,
1986-04-02 00:00:00+00:00,0.058876097202301,27014400.0,,
1986-04-03 00:00:00+00:00,0.059411272406578,23040000.0,,
1986-04-04 00:00:00+00:00,0.059411272406578,26582400.0,,
1986-04-07 00:00:00+00:00,0.0583408921957016,16560000.0,,
1986-04-08 00:00:00+00:00,0.058876097202301,10252800.0,,
1986-04-09 00:00:00+00:00,0.0599464811384677,12153600.0,,
1986-04-10 00:00:00+00:00,0.0604816786944866,13881600.0,,0.0017589290005342322
1986-04-11 00:00:00+00:00,0.0615520887076854,17222400.0,,0.0018251766856928052
1986-04-14 00:00:00+00:00,0.0620873160660266,12153600.0,,0.0018251766856928052
1986-04-15 00:00:00+00:00,0.0620873160660266,9302400.0,,0.0017213870286618387
1986-04-16 00:00:00+00:00,0.0642287507653236,31910400.0,,0.001986755675321309
1986-04-17 00:00:00+00:00,0.0647639408707618,22003200.0,,0.0023070418024527498
1986-04-18 00:00:00+00:00,0.0626231208443641,21628800.0,,0.0023890974067170834
1986-04-21 00:00:00+00:00,0.0626231208443641,22924800.0,,0.002382801781791628
1986-04-22 00:00:00+00:00,0.0615520887076854,15552000.0,,0.0021543418452719
1986-04-23 00:00:00+00:00,0.0618196986615657,15609600.0,,0.0019892797566958874
1986-04-24 00:00:00+00:00,0.0679751634597778,62352000.0,,0.0024946883204933503
1986-04-25 00:00:00+00:00,0.0722573772072792,85795200.0,,0.0034791089766561837
1986-04-28 00:00:00+00:00,0.0727926045656204,28886400.0,,0.004182686738233344
